id,name,one_line_profile,detailed_description,domains,subtask_category,application_level,primary_language,repo_url,help_website,license,tags
1,Exo-Striker,Interactive tool for exoplanet orbital analysis and N-body simulations,"The Exo-Striker is a Python-based tool designed for transit and radial velocity interactive fitting, orbital analysis, and N-body simulations, facilitating exoplanet research.",P3;P3-01;Astronomy,orbital_analysis;n-body_simulation;parameter_fitting,solver,Python,https://github.com/3fon3fonov/exostriker,https://github.com/3fon3fonov/exostriker,MIT,exoplanets;n-body;fitting;astrophysics
2,Piccante,Massively parallel fully-relativistic 3D PIC code,"Piccante is a fully-relativistic, massively parallel 3D Particle-in-Cell (PIC) code designed for high-performance electromagnetic plasma simulations.",P3;P3-01;Plasma Physics,pic_simulation;plasma_dynamics,solver,C++,https://github.com/ALaDyn/piccante,https://github.com/ALaDyn/piccante,GPL-3.0,particle-in-cell;plasma;hpc;electromagnetism
3,Emu,Neutrino quantum kinetics simulation code using PIC methods,"Emu is a simulation code for neutrino quantum kinetics based on the particle-in-cell method, optimized for CPU and GPU supercomputing architectures within the AMReX framework.",P3;P3-01;Astrophysics,neutrino_kinetics;pic_simulation;quantum_dynamics,solver,C++,https://github.com/AMReX-Astro/Emu,https://amrex-astro.github.io/Emu/,NOASSERTION,neutrinos;particle-in-cell;amrex;gpu
4,Nyx,Adaptive mesh N-body hydro cosmological simulation code,"Nyx is a massively parallel, adaptive mesh refinement (AMR) code that solves equations of compressible hydrodynamics and N-body dark matter for cosmological simulations.",P3;P3-01;Cosmology,cosmological_simulation;n-body_simulation;hydrodynamics,solver,C++,https://github.com/AMReX-Astro/Nyx,https://amrex-astro.github.io/Nyx/,NOASSERTION,cosmology;n-body;amr;hydrodynamics
5,VisualPIC,Data visualization tool for Particle-in-Cell codes,VisualPIC is a Python-based data visualization utility specifically designed for analyzing and rendering output from Particle-in-Cell (PIC) simulation codes.,P3;P3-01;Plasma Physics,scientific_visualization;data_analysis,tool,Python,https://github.com/AngelFP/VisualPIC,https://github.com/AngelFP/VisualPIC,GPL-3.0,visualization;particle-in-cell;plasma;post-processing
6,AlphaPPImd,Generative AI for protein-protein complex conformations,"AlphaPPImd explores conformational ensembles of protein-protein complexes using transformer-based generative neural networks, bridging AI and molecular dynamics.",P3;Biophysics,conformation_generation;molecular_dynamics;structure_prediction,solver,Jupyter Notebook,https://github.com/AspirinCode/AlphaPPImd,https://github.com/AspirinCode/AlphaPPImd,MIT,generative-ai;protein-protein-interaction;molecular-dynamics
7,Atomistica,Interatomic potential library for ASE and LAMMPS,"Atomistica is a library of interatomic potentials designed to be compatible with ASE (Atomic Simulation Environment) and LAMMPS, facilitating molecular dynamics and atomistic modeling.",P3;Materials Science,potential_energy_surface;molecular_dynamics;atomistic_simulation,library,Fortran,https://github.com/Atomistica/atomistica,https://github.com/Atomistica/atomistica,GPL-2.0,interatomic-potentials;lammps;ase;molecular-dynamics
8,opr,Rust implementation of Smoothed Particle Hydrodynamics (SPH),opr is a high-performance implementation of the Smoothed Particle Hydrodynamics (SPH) fluid simulation technique written in Rust.,P3;Fluid Dynamics,sph_simulation;fluid_dynamics,solver,Rust,https://github.com/AudranDoublet/opr,https://github.com/AudranDoublet/opr,None,sph;fluid-simulation;rust;particles
9,ImpactX,Beam dynamics modeling code for particle accelerators,"ImpactX is a code for high-performance modeling of beam dynamics in particle accelerators, accounting for collective effects and utilizing the AMReX framework.",P3;Accelerator Physics,beam_dynamics;particle_tracking;accelerator_simulation,solver,C++,https://github.com/BLAST-ImpactX/impactx,https://impactx.readthedocs.io,NOASSERTION,accelerator-physics;beam-dynamics;amrex;gpu
10,WarpX,Advanced electromagnetic Particle-In-Cell code,"WarpX is an advanced, massively parallel electromagnetic Particle-In-Cell (PIC) code designed for exascale simulations of laser-plasma interactions and particle accelerators.",P3;P3-01;Plasma Physics,pic_simulation;laser_plasma_interaction;accelerator_modeling,solver,C++,https://github.com/BLAST-WarpX/warpx,https://warpx.readthedocs.io,NOASSERTION,particle-in-cell;plasma;exascale;amrex
11,GromacsWrapper,Python wrapper for GROMACS molecular dynamics tools,"GromacsWrapper provides a Python interface to GROMACS tools, allowing users to script and automate molecular dynamics simulations and analysis workflows.",P3;Biophysics,workflow_automation;md_simulation_wrapper;trajectory_analysis,library,Python,https://github.com/Becksteinlab/GromacsWrapper,https://gromacswrapper.readthedocs.io,GPL-3.0,gromacs;molecular-dynamics;python-wrapper;automation
12,MDPOW,Automated calculation of partition coefficients with GROMACS,MDPOW is a Python tool for calculating water/solvent partition coefficients (like octanol-water) using free energy perturbation methods in GROMACS.,P3;Chemistry,free_energy_calculation;partition_coefficient;thermodynamics,workflow,Python,https://github.com/Becksteinlab/MDPOW,https://mdpow.readthedocs.io,GPL-3.0,free-energy;gromacs;partition-coefficient;drug-discovery
13,particular,GPU-accelerated N-body simulation library in Rust,"particular is a Rust library for N-body simulations featuring Barnes-Hut and GPU-accelerated algorithms, designed for performance and ease of integration.",P3;P3-01,n-body_simulation;physics_engine,library,Rust,https://github.com/Canleskis/particular,https://docs.rs/particular,Apache-2.0,n-body;rust;gpu;simulation
14,tsne-cuda,GPU-accelerated t-SNE for high-dimensional data analysis,"tsne-cuda is a highly optimized CUDA implementation of the t-SNE algorithm, widely used in scientific data analysis (e.g., single-cell genomics, molecular conformations) for dimensionality reduction and visualization.",Data Analysis;Bioinformatics;P3,dimensionality_reduction;data_visualization;clustering,library,Cuda,https://github.com/CannyLab/tsne-cuda,https://github.com/CannyLab/tsne-cuda,BSD-3-Clause,t-sne;cuda;dimensionality-reduction;visualization
15,HyMD,Massively parallel hybrid particle-field molecular dynamics,"HyMD is a Python-based massively parallel code for hybrid particle-field molecular dynamics simulations, enabling efficient simulation of soft matter systems.",P3;Chemistry;Soft Matter,molecular_dynamics;particle_field_simulation;soft_matter_simulation,solver,Python,https://github.com/Cascella-Group-UiO/HyMD,https://github.com/Cascella-Group-UiO/HyMD,LGPL-3.0,molecular-dynamics;particle-field;soft-matter;parallel-computing
16,DuIvyTools,GROMACS MD simulation analysis and visualization tool,DuIvyTools is a utility for processing and visualizing the results of molecular dynamics simulations performed with GROMACS.,P3;Biophysics,trajectory_analysis;visualization;post-processing,tool,Python,https://github.com/CharlesHahn/DuIvyTools,https://github.com/CharlesHahn/DuIvyTools,GPL-3.0,gromacs;molecular-dynamics;analysis;visualization
17,gromacs_copilot,LLM-based assistant for running GROMACS simulations,"gromacs_copilot leverages Large Language Models (LLMs) to assist users in setting up, running, and managing GROMACS molecular dynamics simulations.",P3;Biophysics;AI4S,simulation_assistant;workflow_automation;human_computer_interaction,tool,Python,https://github.com/ChatMol/gromacs_copilot,https://github.com/ChatMol/gromacs_copilot,NOASSERTION,llm;gromacs;molecular-dynamics;copilot
18,iPic3D,Implicit moment method Particle-in-Cell code,"iPic3D is a Particle-in-Cell (PIC) code based on the implicit moment method, designed for simulating space plasmas and magnetic reconnection.",P3;P3-01;Plasma Physics,pic_simulation;space_weather;magnetic_reconnection,solver,C++,https://github.com/CmPA/iPic3D,https://github.com/CmPA/iPic3D,None,particle-in-cell;implicit-method;plasma;space-physics
19,Colvars,Collective variables library for molecular simulation,"Colvars is a library for enhanced sampling and free energy calculations in molecular dynamics simulations, compatible with LAMMPS, NAMD, GROMACS, and VMD.",P3;Biophysics;Chemistry,enhanced_sampling;free_energy_calculation;collective_variables,library,C++,https://github.com/Colvars/colvars,https://colvars.github.io/,LGPL-3.0,molecular-dynamics;free-energy;enhanced-sampling;library
20,PIConGPU,Performance-portable GPU-accelerated PIC code,"PIConGPU is a fully relativistic, many-core Particle-in-Cell (PIC) code designed for exascale simulations of laser-plasma physics on GPUs and other accelerators.",P3;P3-01;Plasma Physics,pic_simulation;laser_plasma_interaction;gpu_computing,solver,C++,https://github.com/ComputationalRadiationPhysics/picongpu,https://picongpu.readthedocs.io,NOASSERTION,particle-in-cell;gpu;exascale;plasma
21,Smoothed-Dissipative-Particle-Dynamics,Isothermal SDPD implementation for LAMMPS,"An implementation of the Smoothed Dissipative Particle Dynamics (SDPD) method as a user package for the LAMMPS molecular dynamics simulator, enabling mesoscopic simulations with thermal fluctuations.",P3;P3-01,simulation;molecular_dynamics,library,C++,https://github.com/DiscreteLogarithm/Smoothed-Dissipative-Particle-Dynamics,,GPL-3.0,lammps;sdpd;mesoscopic-simulation
22,MSP-CFDEMcoupling,Multi-Scale CFD-DEM coupling framework,A framework and solvers for simulating multi-scale particle-fluid two-phase flows by coupling Computational Fluid Dynamics (CFD) and Discrete Element Method (DEM).,P3;P3-01,simulation;fluid_dynamics;particle_dynamics,solver,C++,https://github.com/DwwWxx/MSP-CFDEMcoupling,,GPL-3.0,cfd-dem;multiphase-flow;coupling
23,PICSAR,High-performance library for Particle-In-Cell (PIC) codes,"A library of modular physics routines for Particle-In-Cell (PIC) codes, designed to help scientists port codes to high-performance architectures, developed under the Exascale Computing Project.",P3;P3-01,simulation;plasma_physics,library,Fortran,https://github.com/ECP-WarpX/picsar,https://picsar.net,NOASSERTION,pic;plasma-simulation;hpc
24,CabanaPIC,Structured PIC proxy application based on Cabana,"A proxy application for structured Particle-In-Cell (PIC) simulations built on the Cabana library, used for performance analysis and co-design in exascale computing.",P3;P3-01,simulation;plasma_physics,solver,C++,https://github.com/ECP-copa/CabanaPIC,,BSD-3-Clause,pic;proxy-app;exascale
25,ExaMiniMD,Molecular dynamics proxy application based on Kokkos,"A proxy application for molecular dynamics simulations using the Kokkos performance portability library, designed to benchmark and optimize MD workloads on diverse hardware.",P3;P3-01,simulation;molecular_dynamics,solver,C++,https://github.com/ECP-copa/ExaMiniMD,,NOASSERTION,molecular-dynamics;proxy-app;kokkos
26,VisualSPHysics,Blender add-on for DualSPHysics visualization,An add-on for Blender that enables realistic rendering and visualization of fluid simulations generated by the DualSPHysics solver.,P3;P3-01,visualization;rendering,library,C++,https://github.com/EPhysLab-UVigo/VisualSPHysics,https://github.com/EPhysLab-UVigo/VisualSPHysics/wiki,GPL-3.0,sph;visualization;blender-addon
27,EXP,Basis Function Expansion library for N-body galactic simulations,"A C++ library and Python package for running N-body galactic simulations using Basis Function Expansion (BFE) methods, facilitating dynamical discovery.",P3;P3-01,simulation;astrophysics,library,C++,https://github.com/EXP-code/EXP,,GPL-3.0,n-body;galactic-dynamics;basis-function-expansion
28,calc-ir-spectra-from-lammps,IR spectrum calculation from LAMMPS MD simulations,A Python tool to calculate Infrared (IR) spectra from dipole moment data generated by LAMMPS molecular dynamics simulations.,P3;P3-01,analysis;spectroscopy,library,Python,https://github.com/EfremBraun/calc-ir-spectra-from-lammps,,MIT,lammps;ir-spectrum;post-processing
29,SOFTX-D-15-00085,GPU-based Discrete Element Method (DEM) framework,"A GPU-accelerated framework for Discrete Element Method (DEM) simulations, published in the SoftwareX journal.",P3;P3-01,simulation;granular_dynamics,solver,Cuda,https://github.com/ElsevierSoftwareX/SOFTX-D-15-00085,https://www.sciencedirect.com/science/article/pii/S235271101630005X,NOASSERTION,dem;gpu;granular-materials
30,NeuralDEM,Real-time simulation of industrial particulate flows,"A tool for real-time simulation of industrial particulate flows, likely utilizing neural network-based surrogate models or acceleration techniques for DEM.",P3;P3-01,simulation;granular_dynamics,solver,Jupyter Notebook,https://github.com/Emmi-AI/NeuralDEM,,NOASSERTION,dem;particulate-flow;real-time-simulation
31,EHL,MATLAB solver for Elastohydrodynamic Lubrication problems,"A Finite Volume (FV) solver for Elastohydrodynamic Lubrication (EHL) problems, incorporating mass-conserving cavitation, elastic deformation via Boundary Element Method (BEM), and non-Newtonian fluid models.",P3;P3-01,simulation;tribology,solver,MATLAB,https://github.com/ErikHansenGit/EHL,,Unlicense,lubrication;finite-volume;boundary-element-method
