id,name,one_line_profile,detailed_description,domains,subtask_category,application_level,primary_language,repo_url,help_website,license,tags
1,AdaptiveCpp,"Independent open-source compiler for C++-based heterogeneous programming models (SYCL, CUDA, HIP)","AdaptiveCpp (formerly hipSYCL) is a community-driven compiler infrastructure that enables C++ applications to run on hardware from all major vendors (NVIDIA, AMD, Intel) using standard parallelism models like SYCL and C++17/20 parallel algorithms. It serves as a foundational tool for high-performance scientific computing and AI acceleration.",AI3;AI3-01,acceleration;compilation;heterogeneous_computing,platform,C++,https://github.com/AdaptiveCpp/AdaptiveCpp,,BSD-2-Clause,sycl;compiler;gpu-acceleration;hpc
2,AgentFly,Scalable and extensible reinforcement learning framework for Large Language Model agents,AgentFly is a research framework designed for training and evaluating LLM agents using reinforcement learning. It supports scalable training pipelines and provides extensibility for developing new agent-based RL algorithms.,AI3;AI3-01,reinforcement_learning;agent_training;model_training,library,Python,https://github.com/Agent-One-Lab/AgentFly,,Apache-2.0,reinforcement-learning;llm-agents;training-framework
3,AgileRL,Reinforcement learning framework with evolutionary hyperparameter optimization,"AgileRL is a deep reinforcement learning library focused on RLOps and efficiency. It implements evolutionary algorithms for hyperparameter optimization during training, allowing for faster convergence and better model performance in scientific and control tasks.",AI3;AI3-01,reinforcement_learning;hyperparameter_optimization;training_framework,library,Python,https://github.com/AgileRL/AgileRL,https://docs.agilerl.com,Apache-2.0,reinforcement-learning;evolutionary-algorithms;rlops
4,fsdp_qlora,Utility for training LLMs using QLoRA and FSDP,A specialized training utility that combines Fully Sharded Data Parallel (FSDP) with Quantized LoRA (QLoRA) to enable efficient fine-tuning of large language models on limited GPU resources. It serves as a practical solver for memory-constrained model training.,AI3;AI3-01,model_training;fine_tuning;memory_optimization,solver,Jupyter Notebook,https://github.com/AnswerDotAI/fsdp_qlora,,Apache-2.0,fsdp;qlora;llm-training;quantization
5,distribuuuu,Lightweight PyTorch distributed training framework,A pure and concise distributed training framework for PyTorch designed to simplify the setup and execution of multi-GPU training tasks. It provides abstractions for distributed data parallel (DDP) and other training strategies.,AI3;AI3-01,distributed_training;training_framework,library,Python,https://github.com/BIGBALLON/distribuuuu,,MIT,pytorch;distributed-training;ddp
6,PySNN,Efficient Spiking Neural Network framework based on PyTorch,"PySNN is a framework for simulating and training Spiking Neural Networks (SNNs) with GPU acceleration. It extends PyTorch to support neuromorphic computing models, enabling research into biologically plausible neural networks.",AI3;AI3-01,neuromorphic_computing;snn_simulation;model_training,library,Python,https://github.com/BasBuller/PySNN,,MIT,snn;spiking-neural-networks;neuromorphic
7,Bluefog,Distributed and decentralized training framework for PyTorch over graphs,Bluefog is a high-performance distributed training framework for PyTorch that implements decentralized optimization algorithms over virtual topologies (graphs). It is designed for large-scale deep learning training on heterogeneous or bandwidth-constrained networks.,AI3;AI3-01,distributed_training;decentralized_optimization;training_framework,library,Python,https://github.com/Bluefog-Lib/bluefog,,Apache-2.0,distributed-training;decentralized-optimization;pytorch
8,VeOmni,Model-centric distributed training framework for multi-modality models,VeOmni is a distributed training framework designed to scale model training across various modalities. It provides a collection of distributed recipes and optimizations to facilitate the training of large-scale foundation models.,AI3;AI3-01,distributed_training;large_scale_training;multimodal_learning,framework,Python,https://github.com/ByteDance-Seed/VeOmni,,Apache-2.0,distributed-training;foundation-models;multimodal
9,Verbalized Sampling,Training-free prompting framework to mitigate mode collapse in LLMs,"Verbalized Sampling is a framework and CLI tool that implements a training-free prompting strategy to improve the diversity of Large Language Model (LLM) outputs. It is used for synthetic data generation, dialogue simulation, and mitigating mode collapse in scientific and creative text generation tasks.",AI3;AI3-01,inference_control;synthetic_data_generation;prompt_engineering,library,Python,https://github.com/CHATS-lab/verbalized-sampling,,NOASSERTION,llm;sampling-strategy;inference
10,CV-CUDA,GPU-accelerated library for cloud-scale image processing and computer vision,"An open-source, GPU-accelerated library designed for building efficient, cloud-scale image processing and computer vision pipelines. It provides specialized kernels for pre-processing and post-processing tasks in AI workflows.",AI3;AI3-01,image_processing;computer_vision;acceleration,library,C++,https://github.com/CVCUDA/CV-CUDA,https://github.com/CVCUDA/CV-CUDA,NOASSERTION,gpu-acceleration;computer-vision;image-processing;cuda
11,trlx,Distributed training framework for RLHF on language models,A library for distributed training of large language models using Reinforcement Learning via Human Feedback (RLHF). It supports various RL algorithms and integrates with distributed training backends.,AI3;AI3-01,model_training;rlhf;distributed_training,library,Python,https://github.com/CarperAI/trlx,https://github.com/CarperAI/trlx,MIT,rlhf;distributed-training;llm;reinforcement-learning
12,Mist,Efficient distributed training system for LLMs via memory-parallelism co-optimization,A system for efficient distributed training of Large Language Models (LLMs) that optimizes memory usage and parallelism strategies. It implements techniques described in the EuroSys'25 paper.,AI3;AI3-01,distributed_training;memory_optimization;llm_training,solver,Python,https://github.com/CentML/Mist,https://github.com/CentML/Mist,Apache-2.0,distributed-training;llm;memory-optimization
13,wolpertinger_ddpg,Implementation of Wolpertinger Training with DDPG for discrete action spaces,"A PyTorch implementation of the Wolpertinger policy for Deep Reinforcement Learning in large discrete action spaces, compatible with Multi-GPU/CPU setups.",AI3;AI3-01,reinforcement_learning;model_training,solver,Python,https://github.com/ChangyWen/wolpertinger_ddpg,https://github.com/ChangyWen/wolpertinger_ddpg,None,reinforcement-learning;ddpg;pytorch
14,llm-rk3588,GPU-accelerated LLM inference on RK3588 edge devices,"A tool to run Large Language Models on Rockchip RK3588 platforms with GPU acceleration, enabling edge AI inference.",AI3;AI3-01,inference_acceleration;edge_computing,solver,C++,https://github.com/Chrisz236/llm-rk3588,https://github.com/Chrisz236/llm-rk3588,Apache-2.0,edge-ai;rk3588;llm-inference;gpu-acceleration
15,OpenGPT,Framework for creating grounded instruction datasets and training domain expert LLMs,"A framework designed to create grounded instruction-based datasets and train conversational domain expert Large Language Models, facilitating the development of specialized AI agents.",AI3;AI3-01,dataset_creation;model_training;domain_adaptation,framework,Jupyter Notebook,https://github.com/CogStack/OpenGPT,https://github.com/CogStack/OpenGPT,Apache-2.0,llm;dataset-generation;domain-expert
16,gdGPT,LLM training tool using DeepSpeed pipeline mode,"A tool for training large language models (BLOOM, LLaMA, Baichuan, ChatGLM) using DeepSpeed's pipeline parallelism mode, optimized for speed compared to Zero/FSDP.",AI3;AI3-01,model_training;distributed_training;pipeline_parallelism,solver,Python,https://github.com/CoinCheung/gdGPT,https://github.com/CoinCheung/gdGPT,Apache-2.0,llm-training;deepspeed;pipeline-parallelism
17,net2net,Network-to-Network Translation with Conditional Invertible Neural Networks,"A library implementing Network-to-Network translation using Conditional Invertible Neural Networks (cINNs), useful for generative modeling and domain translation tasks.",AI3;AI3-01,generative_modeling;network_translation,library,Python,https://github.com/CompVis/net2net,https://github.com/CompVis/net2net,None,generative-models;invertible-neural-networks;deep-learning
18,MPP-LLaVA,Multimodal Pipeline Parallel training framework for LLaVA-like models,"A project enabling Multimodal Pipeline Parallel (MPP) training for Qwen-based MLLMs, allowing the training of large multimodal models on consumer-grade GPUs (e.g., RTX 3090/4090).",AI3;AI3-01,distributed_training;multimodal_learning;pipeline_parallelism,framework,Jupyter Notebook,https://github.com/Coobiw/MPP-LLaVA,https://github.com/Coobiw/MPP-LLaVA,None,multimodal;pipeline-parallelism;llava;qwen
19,flash-attention,Fast and memory-efficient exact attention mechanism,"A library providing fast and memory-efficient implementations of exact attention (FlashAttention), a critical primitive for accelerating Transformer-based model training and inference.",AI3;AI3-01,acceleration;model_optimization,library,Python,https://github.com/Dao-AILab/flash-attention,https://github.com/Dao-AILab/flash-attention,BSD-3-Clause,attention-mechanism;gpu-acceleration;cuda;transformer
20,mixed_precision_for_JAX,Mixed Precision Training utilities for JAX based on Equinox,"A repository providing tools and utilities for implementing Mixed Precision Training in JAX, specifically built upon the Equinox library.",AI3;AI3-01,model_training;mixed_precision;optimization,library,Python,https://github.com/Data-Science-in-Mechanical-Engineering/mixed_precision_for_JAX,https://github.com/Data-Science-in-Mechanical-Engineering/mixed_precision_for_JAX,MIT,jax;mixed-precision;equinox;training
21,gpuRIR,GPU-accelerated Room Impulse Response (RIR) simulation library,"A Python library for simulating Room Impulse Responses (RIR) with GPU acceleration, used for generating acoustic data for audio processing and machine learning tasks.",AI3;AI3-01,simulation;data_generation;acoustics,library,Cuda,https://github.com/DavidDiazGuerra/gpuRIR,https://github.com/DavidDiazGuerra/gpuRIR,AGPL-3.0,simulation;acoustics;gpu-acceleration;rir
22,horizonml,Hybrid Model Parallelism Framework for Distributed Training on Edge Devices,A framework enabling efficient distributed training of machine learning models across heterogeneous edge devices using hybrid model parallelism.,AI3;AI3-01,distributed_training;edge_computing;model_parallelism,framework,Python,https://github.com/Deeptanshu-sankhwar/horizonml,https://github.com/Deeptanshu-sankhwar/horizonml,MIT,edge-ai;distributed-training;model-parallelism
23,Insanely-Fast-Transcription,GPU-accelerated audio transcription utility using Whisper,"A utility for rapid audio transcription leveraging GPU acceleration (CUDA/MPS) and the Whisper model, optimized for high-performance speech-to-text conversion.",AI3;AI3-01,data_processing;speech_recognition;acceleration,solver,Python,https://github.com/Doriandarko/Insanely-Fast-Transcription,https://github.com/Doriandarko/Insanely-Fast-Transcription,None,whisper;transcription;gpu-acceleration;audio-processing
